Gene Symbol	Description	Category	Uniprot ID	Gifts	GC Id	Relevance score	GeneCards Link
KIR2DL2	Killer Cell Immunoglobulin Like Receptor, Two Ig Domains And Long Cytoplasmic Tail 2	Protein Coding	P43627	35	GC19MR00107	3.314529419	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KIR2DL2
MIR21	MicroRNA 21	RNA Gene		33	GC17P059841	3.314529419	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR21
KIR2DS3	Killer Cell Immunoglobulin Like Receptor, Two Ig Domains And Short Cytoplasmic Tail 3	Protein Coding	Q14952	28	GC19ME00037	3.314529419	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KIR2DS3
KIR2DS2	Killer Cell Immunoglobulin Like Receptor, Two Ig Domains And Short Cytoplasmic Tail 2	Protein Coding	P43631	27	GC19Mr00125	3.314529419	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KIR2DS2
MIR4284	MicroRNA 4284	RNA Gene		18	GC07P073711	3.314529419	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR4284
IL18	Interleukin 18	Protein Coding	Q14116	57	GC11M112143	3.31117487	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL18
ADIPOQ	Adiponectin, C1Q And Collagen Domain Containing	Protein Coding	Q15848	59	GC03P186842	3.208302498	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADIPOQ
FCRL5	Fc Receptor Like 5	Protein Coding	Q96RD9	50	GC01M167543	3.208302498	https://www.genecards.org/cgi-bin/carddisp.pl?gene=FCRL5
MIR29A	MicroRNA 29a	RNA Gene		31	GC07M130876	3.208302498	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR29A
ICAM1	Intercellular Adhesion Molecule 1	Protein Coding	P05362	63	GC19P151796	3.152013063	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ICAM1
ASPN	Asporin	Protein Coding	Q9BXN1	54	GC09M121911	3.152013063	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ASPN
FCRL3	Fc Receptor Like 3	Protein Coding	Q96P31	50	GC01M157674	3.152013063	https://www.genecards.org/cgi-bin/carddisp.pl?gene=FCRL3
LEPQTL1	Leptin, Serum Levels Of	Genetic Locus		10	GC02U903086	3.152013063	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LEPQTL1
TLR2	Toll Like Receptor 2	Protein Coding	O60603	65	GC04P153684	3.140075684	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TLR2
PTX3	Pentraxin 3	Protein Coding	P26022	55	GC03P157436	3.091537476	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTX3
HLA-E	Major Histocompatibility Complex, Class I, E	Protein Coding	P13747	53	GC06P181868	3.091537476	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HLA-E
IL33	Interleukin 33	Protein Coding	O95760	53	GC09P010645	3.091537476	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL33
KPNB1	Karyopherin Subunit Beta 1	Protein Coding	Q14974	57	GC17P047649	3.039834976	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KPNB1
IL1RL1	Interleukin 1 Receptor Like 1	Protein Coding	Q01638	54	GC02P102294	3.039834976	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL1RL1
UBE2E3	Ubiquitin Conjugating Enzyme E2 E3	Protein Coding	Q969T4	54	GC02P180967	3.039834976	https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBE2E3
LTBR	Lymphotoxin Beta Receptor	Protein Coding	P36941	53	GC12P006375	3.039834976	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LTBR
PSMG1	Proteasome Assembly Chaperone 1	Protein Coding	O95456	49	GC21M039174	3.039834976	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSMG1
LINC01934	Long Intergenic Non-Protein Coding RNA 1934	RNA Gene		14	GC02P181086	3.039834976	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC01934
MICA-AS1	MICA Antisense RNA 1	RNA Gene		12	GC06M106448	3.039834976	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MICA-AS1
HMGB1	High Mobility Group Box 1	Protein Coding	P09429	62	GC13M030456	3.025774002	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HMGB1
BMP7	Bone Morphogenetic Protein 7	Protein Coding	P18075	60	GC20M057168	3.025774002	https://www.genecards.org/cgi-bin/carddisp.pl?gene=BMP7
FOXO3	Forkhead Box O3	Protein Coding	O43524	60	GC06P108559	3.025774002	https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOXO3
PADI4	Peptidyl Arginine Deiminase 4	Protein Coding	Q9UM07	58	GC01P017308	3.025774002	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PADI4
RELA	RELA Proto-Oncogene, NF-KB Subunit	Protein Coding	Q04206	64	GC11M065653	2.959572315	https://www.genecards.org/cgi-bin/carddisp.pl?gene=RELA
MMP1	Matrix Metallopeptidase 1	Protein Coding	P03956	62	GC11M140392	2.959572315	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MMP1
IL6R	Interleukin 6 Receptor	Protein Coding	P08887	63	GC01P154405	2.95726943	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL6R
PTPN2	Protein Tyrosine Phosphatase Non-Receptor Type 2	Protein Coding	P17706	59	GC18M038212	2.95726943	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTPN2
RORC	RAR Related Orphan Receptor C	Protein Coding	P51449	56	GC01M151806	2.95726943	https://www.genecards.org/cgi-bin/carddisp.pl?gene=RORC
CCL21	C-C Motif Chemokine Ligand 21	Protein Coding	O00585	54	GC09M034709	2.95726943	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCL21
IL27	Interleukin 27	Protein Coding	Q8NEV9	48	GC16M050823	2.95726943	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL27
SOD2	Superoxide Dismutase 2	Protein Coding	P04179	61	GC06M159669	2.953032255	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SOD2
RUNX2	RUNX Family Transcription Factor 2	Protein Coding	Q13950	60	GC06P182087	2.953032255	https://www.genecards.org/cgi-bin/carddisp.pl?gene=RUNX2
TBX21	T-Box Transcription Factor 21	Protein Coding	Q9UL17	59	GC17P047733	2.953032255	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBX21
MIR155	MicroRNA 155	RNA Gene		30	GC21P025573	2.953032255	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR155
ACE	Angiotensin I Converting Enzyme	Protein Coding	P12821	64	GC17P063477	2.929932356	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACE
COL6A1	Collagen Type VI Alpha 1 Chain	Protein Coding	P12109	58	GC21P045981	2.870466709	https://www.genecards.org/cgi-bin/carddisp.pl?gene=COL6A1
TLR9	Toll Like Receptor 9	Protein Coding	Q9NR96	58	GC03M054885	2.870466709	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TLR9
MSX2	Msh Homeobox 2	Protein Coding	P35548	57	GC05P174724	2.870466709	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MSX2
ADAM17	ADAM Metallopeptidase Domain 17	Protein Coding	P78536	64	GC02M009488	2.859331608	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADAM17
LRRK2	Leucine Rich Repeat Kinase 2	Protein Coding	Q5S007	62	GC12P040196	2.859331608	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LRRK2
NOS2	Nitric Oxide Synthase 2	Protein Coding	P35228	62	GC17M027756	2.859331608	https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOS2
FCGR2B	Fc Gamma Receptor IIb	Protein Coding	P31994	61	GC01P177026	2.859331608	https://www.genecards.org/cgi-bin/carddisp.pl?gene=FCGR2B
IRF5	Interferon Regulatory Factor 5	Protein Coding	Q13568	59	GC07P128937	2.859331608	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IRF5
IRF8	Interferon Regulatory Factor 8	Protein Coding	Q02556	59	GC16P122611	2.859331608	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IRF8
MST1	Macrophage Stimulating 1	Protein Coding	P26927	58	GC03M049683	2.859331608	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MST1
IL12RB2	Interleukin 12 Receptor Subunit Beta 2	Protein Coding	Q99665	57	GC01P067307	2.859331608	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL12RB2
IL21	Interleukin 21	Protein Coding	Q9HBE4	57	GC04M122612	2.859331608	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL21
ICOSLG	Inducible T Cell Costimulator Ligand	Protein Coding	O75144	55	GC21M054936	2.859331608	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ICOSLG
NPEPPS	Aminopeptidase Puromycin Sensitive	Protein Coding	P55786	55	GC17P047522	2.859331608	https://www.genecards.org/cgi-bin/carddisp.pl?gene=NPEPPS
ITLN1	Intelectin 1	Protein Coding	Q8WWA0	51	GC01M160876	2.859331608	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITLN1
IL18RAP	Interleukin 18 Receptor Accessory Protein	Protein Coding	O95256	50	GC02P102418	2.859331608	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL18RAP
PUS10	Pseudouridine Synthase 10	Protein Coding	Q3MIT2	48	GC02M060940	2.859331608	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PUS10
NKX2-3	NK2 Homeobox 3	Protein Coding	Q8TAU0	44	GC10P099532	2.859331608	https://www.genecards.org/cgi-bin/carddisp.pl?gene=NKX2-3
MTHFR	Methylenetetrahydrofolate Reductase	Protein Coding	P42898	61	GC01M011785	2.832367897	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTHFR
JAK1	Janus Kinase 1	Protein Coding	P23458	66	GC01M064833	2.831937313	https://www.genecards.org/cgi-bin/carddisp.pl?gene=JAK1
MMP2	Matrix Metallopeptidase 2	Protein Coding	P08253	66	GC16P121565	2.831937313	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MMP2
JAK3	Janus Kinase 3	Protein Coding	P52333	65	GC19M017824	2.831937313	https://www.genecards.org/cgi-bin/carddisp.pl?gene=JAK3
IGF1	Insulin Like Growth Factor 1	Protein Coding	P05019	61	GC12M102395	2.831937313	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGF1
ETS2-AS1	ETS2 Antisense RNA 1	RNA Gene		15	GC21M038813	2.779499769	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ETS2-AS1
NOTCH1	Notch Receptor 1	Protein Coding	P46531	66	GC09M139264	2.731696367	https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOTCH1
MYC	MYC Proto-Oncogene, BHLH Transcription Factor	Protein Coding	P01106	65	GC08P127735	2.731696367	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYC
ETS1	ETS Proto-Oncogene 1, Transcription Factor	Protein Coding	P14921	61	GC11M128458	2.731696367	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ETS1
CCR5	C-C Motif Chemokine Receptor 5	Protein Coding	P51681	60	GC03P064850	2.731696367	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCR5
CCL7	C-C Motif Chemokine Ligand 7	Protein Coding	P80098	55	GC17P034270	2.731696367	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCL7
CCL19	C-C Motif Chemokine Ligand 19	Protein Coding	Q99731	53	GC09M035850	2.731696367	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCL19
GCKR	Glucokinase Regulator	Protein Coding	Q14397	52	GC02P027496	2.731696367	https://www.genecards.org/cgi-bin/carddisp.pl?gene=GCKR
EMSY	EMSY Transcriptional Repressor, BRCA2 Interacting	Protein Coding	Q7Z589	50	GC11P108340	2.731696367	https://www.genecards.org/cgi-bin/carddisp.pl?gene=EMSY
ZNF365	Zinc Finger Protein 365	Protein Coding	Q70YC4	48	GC10P062374	2.731696367	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF365
PSORS1C1	Psoriasis Susceptibility 1 Candidate 1	Protein Coding	Q9UIG5	41	GC06P031114	2.731696367	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSORS1C1
MIR4425	MicroRNA 4425	RNA Gene		15	GC01P025023	2.731696367	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR4425
HSPA1A	Heat Shock Protein Family A (Hsp70) Member 1A	Protein Coding	P0DMV8	60	GC06P181910	2.723210335	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSPA1A
GHRL	Ghrelin And Obestatin Prepropeptide	Protein Coding	Q9UBU3	54	GC03M010285	2.662734509	https://www.genecards.org/cgi-bin/carddisp.pl?gene=GHRL
PPARGC1B	PPARG Coactivator 1 Beta	Protein Coding	Q86YN6	48	GC05P149730	2.662734509	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPARGC1B
CP	Ceruloplasmin	Protein Coding	P00450	62	GC03M149162	2.596971035	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CP
TYK2	Tyrosine Kinase 2	Protein Coding	P29597	66	GC19M010350	2.557242632	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TYK2
SLC22A5	Solute Carrier Family 22 Member 5	Protein Coding	O76082	60	GC05P132369	2.557242632	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC22A5
SLC22A4	Solute Carrier Family 22 Member 4	Protein Coding	Q9H015	58	GC05P132294	2.557242632	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC22A4
IL1RL2	Interleukin 1 Receptor Like 2	Protein Coding	Q9HB29	54	GC02P102186	2.557242632	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL1RL2
TNIP1	TNFAIP3 Interacting Protein 1	Protein Coding	Q15025	51	GC05M151029	2.557242632	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNIP1
SOD1	Superoxide Dismutase 1	Protein Coding	P00441	66	GC21P031659	2.524229527	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SOD1
CAT	Catalase	Protein Coding	P04040	64	GC11P034460	2.524229527	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAT
BMP6	Bone Morphogenetic Protein 6	Protein Coding	P22004	57	GC06P007726	2.524229527	https://www.genecards.org/cgi-bin/carddisp.pl?gene=BMP6
TRAF5	TNF Receptor Associated Factor 5	Protein Coding	O00463	54	GC01P211326	2.524229527	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRAF5
PDCD10	Programmed Cell Death 10	Protein Coding	Q9BUL8	53	GC03M167683	2.524229527	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDCD10
ORMDL3	ORMDL Sphingolipid Biosynthesis Regulator 3	Protein Coding	Q8N138	49	GC17M039921	2.524229527	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ORMDL3
FCRL4	Fc Receptor Like 4	Protein Coding	Q96PJ5	47	GC01M157573	2.524229527	https://www.genecards.org/cgi-bin/carddisp.pl?gene=FCRL4
HSPA5	Heat Shock Protein Family A (Hsp70) Member 5	Protein Coding	P11021	61	GC09M125234	2.441664219	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSPA5
CYP2D6	Cytochrome P450 Family 2 Subfamily D Member 6 (Gene/Pseudogene)	Protein Coding	P10635	60	GC22M042126	2.441664219	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP2D6
CHI3L1	Chitinase 3 Like 1	Protein Coding	P36222	59	GC01M203148	2.441664219	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHI3L1
KDM5A	Lysine Demethylase 5A	Protein Coding	P29375	55	GC12M000280	2.441664219	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KDM5A
RETN	Resistin	Protein Coding	Q9HD89	55	GC19P007669	2.441664219	https://www.genecards.org/cgi-bin/carddisp.pl?gene=RETN
JMY	Junction Mediating And Regulatory Protein, P53 Cofactor	Protein Coding	Q8N9B5	45	GC05P079236	2.441664219	https://www.genecards.org/cgi-bin/carddisp.pl?gene=JMY
MIR320A	MicroRNA 320a	RNA Gene		31	GC08M022455	2.441664219	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR320A
MIR146B	MicroRNA 146b	RNA Gene		29	GC10P102436	2.441664219	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR146B
MIR221	MicroRNA 221	RNA Gene		29	GC0XM045746	2.441664219	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR221
MIR5196	MicroRNA 5196	RNA Gene		15	GC19P152386	2.441664219	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR5196
CCL20	C-C Motif Chemokine Ligand 20	Protein Coding	P78556	54	GC02P227846	2.423557758	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCL20
PTGS2	Prostaglandin-Endoperoxide Synthase 2	Protein Coding	P35354	62	GC01M186671	2.416549206	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTGS2
PDGFRB	Platelet Derived Growth Factor Receptor Beta	Protein Coding	P09619	67	GC05M150113	2.343726158	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDGFRB
CD36	CD36 Molecule (CD36 Blood Group)	Protein Coding	P16671	63	GC07P080369	2.343726158	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD36
CTSK	Cathepsin K	Protein Coding	P43235	62	GC01M167274	2.343726158	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTSK
NLRP3	NLR Family Pyrin Domain Containing 3	Protein Coding	Q96P20	62	GC01P247632	2.343726158	https://www.genecards.org/cgi-bin/carddisp.pl?gene=NLRP3
PCSK9	Proprotein Convertase Subtilisin/Kexin Type 9	Protein Coding	Q8NBP7	62	GC01P055039	2.343726158	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCSK9
CYP1A1	Cytochrome P450 Family 1 Subfamily A Member 1	Protein Coding	P04798	60	GC15M074719	2.343726158	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP1A1
CA1	Carbonic Anhydrase 1	Protein Coding	P00915	59	GC08M085327	2.343726158	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CA1
CD274	CD274 Molecule	Protein Coding	Q9NZQ7	58	GC09P005450	2.343726158	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD274
TRAF2	TNF Receptor Associated Factor 2	Protein Coding	Q12933	58	GC09P136881	2.343726158	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRAF2
ALPP	Alkaline Phosphatase, Placental	Protein Coding	P05187	57	GC02P232378	2.343726158	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALPP
CALCA	Calcitonin Related Polypeptide Alpha	Protein Coding	P06881	57	GC11M014966	2.343726158	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CALCA
RELN	Reelin	Protein Coding	P78509	57	GC07M103471	2.343726158	https://www.genecards.org/cgi-bin/carddisp.pl?gene=RELN
SPI1	Spi-1 Proto-Oncogene	Protein Coding	P17947	56	GC11M139453	2.343726158	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPI1
CDC42BPB	CDC42 Binding Protein Kinase Beta	Protein Coding	Q9Y5S2	55	GC14M102932	2.343726158	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDC42BPB
HSPA2	Heat Shock Protein Family A (Hsp70) Member 2	Protein Coding	P54652	55	GC14P064535	2.343726158	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSPA2
PHEX	Phosphate Regulating Endopeptidase X-Linked	Protein Coding	P78562	55	GC0XP022032	2.343726158	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PHEX
IL36G	Interleukin 36 Gamma	Protein Coding	Q9NZH8	51	GC02P112973	2.343726158	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL36G
CARD8	Caspase Recruitment Domain Family Member 8	Protein Coding	Q9Y2G2	49	GC19M108985	2.343726158	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CARD8
IL36A	Interleukin 36 Alpha	Protein Coding	Q9UHA7	49	GC02P113005	2.343726158	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL36A
GNL1	G Protein Nucleolar 1 (Putative)	Protein Coding	P36915	47	GC06M030541	2.343726158	https://www.genecards.org/cgi-bin/carddisp.pl?gene=GNL1
ITM2A	Integral Membrane Protein 2A	Protein Coding	O43736	47	GC0XM079360	2.343726158	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITM2A
IL36B	Interleukin 36 Beta	Protein Coding	Q9NZH7	45	GC02M113022	2.343726158	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL36B
ANKDD1B	Ankyrin Repeat And Death Domain Containing 1B	Protein Coding	A6NHY2	40	GC05P075611	2.343726158	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANKDD1B
PRR3	Proline Rich 3	Protein Coding	P79522	37	GC06P181869	2.343726158	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRR3
MIR10B	MicroRNA 10b	RNA Gene		31	GC02P176150	2.343726158	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR10B
MIR130A	MicroRNA 130a	RNA Gene		30	GC11P057641	2.343726158	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR130A
MIR16-1	MicroRNA 16-1	RNA Gene		30	GC13M050048	2.343726158	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR16-1
MIR222	MicroRNA 222	RNA Gene		29	GC0XM045747	2.343726158	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR222
LINC00311	Long Intergenic Non-Protein Coding RNA 311	RNA Gene	Q8N616	28	GC16P085282	2.343726158	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC00311
MIR92B	MicroRNA 92b	RNA Gene		28	GC01P155195	2.343726158	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR92B
MIR495	MicroRNA 495	RNA Gene		25	GC14P121385	2.343726158	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR495
KIR2DP1	Killer Cell Immunoglobulin Like Receptor, Two Ig Domains Pseudogene 1	Pseudogene		12	GC19P153113	2.343726158	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KIR2DP1
POMC	Proopiomelanocortin	Protein Coding	P01189	61	GC02M025160	2.249104023	https://www.genecards.org/cgi-bin/carddisp.pl?gene=POMC
PDE4A	Phosphodiesterase 4A	Protein Coding	P27815	57	GC19P010416	2.249104023	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDE4A
CCHCR1	Coiled-Coil Alpha-Helical Rod Protein 1	Protein Coding	Q8TD31	49	GC06M106427	2.249104023	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCHCR1
PKM	Pyruvate Kinase M1/2	Protein Coding	P14618	62	GC15M072199	2.220673561	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PKM
AHSG	Alpha 2-HS Glycoprotein	Protein Coding	P02765	57	GC03P186721	2.220673561	https://www.genecards.org/cgi-bin/carddisp.pl?gene=AHSG
SPP1	Secreted Phosphoprotein 1	Protein Coding	P10451	57	GC04P087975	2.216091156	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPP1
MIR126	MicroRNA 126	RNA Gene		31	GC09P136670	2.216091156	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR126
MIR98	MicroRNA 98	RNA Gene		27	GC0XM053998	2.216091156	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR98
MBL2	Mannose Binding Lectin 2	Protein Coding	P11226	60	GC10M052760	2.1039083	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MBL2
STAT4	Signal Transducer And Activator Of Transcription 4	Protein Coding	Q14765	58	GC02M191029	2.1039083	https://www.genecards.org/cgi-bin/carddisp.pl?gene=STAT4
PIEZO2	Piezo Type Mechanosensitive Ion Channel Component 2	Protein Coding	Q9H5I5	49	GC18M010724	2.1039083	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIEZO2
HLA-S	Major Histocompatibility Complex, Class I, S (Pseudogene)	Pseudogene		15	GC06M031381	2.1039083	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HLA-S
BTK	Bruton Tyrosine Kinase	Protein Coding	Q06187	67	GC0XM101349	2.038144827	https://www.genecards.org/cgi-bin/carddisp.pl?gene=BTK
PTGS1	Prostaglandin-Endoperoxide Synthase 1	Protein Coding	P23219	60	GC09P122370	2.038144827	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTGS1
