Gene Symbol	Description	Category	Uniprot ID	Gifts	GC Id	Relevance score	 GeneCards Link
HLA-DQB1	"Major Histocompatibility Complex, Class II, DQ Beta 1"	Protein Coding	P01920	57	GC06M106540	5.8515172	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HLA-DQB1
CXCR3	C-X-C Motif Chemokine Receptor 3	Protein Coding	P49682	58	GC0XM071615	5.848613262	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CXCR3
HLA-DQA1	"Major Histocompatibility Complex, Class II, DQ Alpha 1"	Protein Coding	P01909	55	GC06P181921	5.844996929	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HLA-DQA1
FCGR3A	Fc Gamma Receptor IIIa	Protein Coding	P08637	60	GC01M161541	5.837953568	https://www.genecards.org/cgi-bin/carddisp.pl?gene=FCGR3A
TYK2	Tyrosine Kinase 2	Protein Coding	P29597	66	GC19M010350	5.801866531	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TYK2
CXCL9	C-X-C Motif Chemokine Ligand 9	Protein Coding	Q07325	51	GC04M076001	5.767084599	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CXCL9
IL1RAPL2	Interleukin 1 Receptor Accessory Protein Like 2	Protein Coding	Q9NP60	51	GC0XP104566	5.765711784	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL1RAPL2
SOCS3	Suppressor Of Cytokine Signaling 3	Protein Coding	O14543	57	GC17M078356	5.747840405	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SOCS3
MGST2	Microsomal Glutathione S-Transferase 2	Protein Coding	Q99735	51	GC04P139665	5.733009815	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MGST2
KDR	Kinase Insert Domain Receptor	Protein Coding	P35968	67	GC04M055078	5.715690613	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KDR
KLRD1	Killer Cell Lectin Like Receptor D1	Protein Coding	Q13241	54	GC12P010226	5.700981617	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KLRD1
MMP2	Matrix Metallopeptidase 2	Protein Coding	P08253	66	GC16P121565	5.69498682	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MMP2
APOBEC3A	Apolipoprotein B MRNA Editing Enzyme Catalytic Subunit 3A	Protein Coding	P31941	49	GC22P038952	5.687007904	https://www.genecards.org/cgi-bin/carddisp.pl?gene=APOBEC3A
SLC22A4	Solute Carrier Family 22 Member 4	Protein Coding	Q9H015	58	GC05P132294	5.684958935	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC22A4
ALOX12	"Arachidonate 12-Lipoxygenase, 12S Type"	Protein Coding	P18054	56	GC17P153705	5.669190884	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALOX12
IL4R	Interleukin 4 Receptor	Protein Coding	P24394	60	GC16P120788	5.668559551	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL4R
KRT1	Keratin 1	Protein Coding	P04264	60	GC12M052674	5.664711952	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KRT1
MMP9	Matrix Metallopeptidase 9	Protein Coding	P14780	66	GC20P046008	5.633473396	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MMP9
CRHR1	Corticotropin Releasing Hormone Receptor 1	Protein Coding	P34998	57	GC17P045784	5.630997181	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CRHR1
SERPINB13	Serpin Family B Member 13	Protein Coding	Q9UIV8	48	GC18P063586	5.619521618	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SERPINB13
CCR4	C-C Motif Chemokine Receptor 4	Protein Coding	P51679	57	GC03P032951	5.61843729	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCR4
TEK	TEK Receptor Tyrosine Kinase	Protein Coding	Q02763	64	GC09P027109	5.603980541	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TEK
SLC22A5	Solute Carrier Family 22 Member 5	Protein Coding	O76082	60	GC05P132369	5.523538589	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC22A5
TIMP1	TIMP Metallopeptidase Inhibitor 1	Protein Coding	P01033	57	GC0XP060812	5.522369385	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TIMP1
KRT14	Keratin 14	Protein Coding	P02533	60	GC17M041582	5.500594139	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KRT14
ALOX5	Arachidonate 5-Lipoxygenase	Protein Coding	P09917	62	GC10P045374	5.476462841	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALOX5
IL1RAP	Interleukin 1 Receptor Accessory Protein	Protein Coding	Q9NPH3	58	GC03P190514	5.47628212	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL1RAP
TLR9	Toll Like Receptor 9	Protein Coding	Q9NR96	58	GC03M054885	5.472569466	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TLR9
CCR7	C-C Motif Chemokine Receptor 7	Protein Coding	P32248	57	GC17M097145	5.471015453	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCR7
ITGB1	Integrin Subunit Beta 1	Protein Coding	P05556	62	GC10M037195	5.44887352	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGB1
CRNN	Cornulin	Protein Coding	Q9UBG3	47	GC01M167332	5.447803974	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CRNN
IL25	Interleukin 25	Protein Coding	Q9H293	49	GC14P057554	5.440037251	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL25
PLAAT4	Phospholipase A And Acyltransferase 4	Protein Coding	Q9UL19	45	GC11P107584	5.427996635	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLAAT4
LCE3A	Late Cornified Envelope 3A	Protein Coding	Q5TA76	36	GC01M167334	5.42614603	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LCE3A
MTHFR	Methylenetetrahydrofolate Reductase	Protein Coding	P42898	61	GC01M011785	5.42148447	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTHFR
C1orf141	Chromosome 1 Open Reading Frame 141	Protein Coding	Q5JVX7	38	GC01M067092	5.413592339	https://www.genecards.org/cgi-bin/carddisp.pl?gene=C1orf141
CASP14	Caspase 14	Protein Coding	P31944	58	GC19P015049	5.405852795	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CASP14
HBEGF	Heparin Binding EGF Like Growth Factor	Protein Coding	Q99075	57	GC05M140332	5.377156258	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HBEGF
KLK6	Kallikrein Related Peptidase 6	Protein Coding	Q92876	57	GC19M050958	5.372984409	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KLK6
CDKAL1	CDKAL1 Threonylcarbamoyladenosine TRNA Methylthiotransferase	Protein Coding	Q5VV42	52	GC06P020534	5.369128704	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDKAL1
KRT5	Keratin 5	Protein Coding	P13647	58	GC12M052514	5.362306595	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KRT5
CD8A	CD8 Subunit Alpha	Protein Coding	P01732	61	GC02M086784	5.344337463	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD8A
CXCR1	C-X-C Motif Chemokine Receptor 1	Protein Coding	P25024	57	GC02M218162	5.337743759	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CXCR1
TAP1	"Transporter 1, ATP Binding Cassette Subfamily B Member"	Protein Coding	Q03518	61	GC06M106547	5.334418297	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TAP1
IRF2	Interferon Regulatory Factor 2	Protein Coding	P14316	56	GC04M184387	5.30379343	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IRF2
PRTN3	Proteinase 3	Protein Coding	P24158	59	GC19P000840	5.29014492	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRTN3
LINC02605	Long Intergenic Non-Protein Coding RNA 2605	RNA Gene		21	GC08P078838	5.253011703	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC02605
ITGA1	Integrin Subunit Alpha 1	Protein Coding	P56199	57	GC05P052788	5.22142458	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGA1
KIR3DL1	"Killer Cell Immunoglobulin Like Receptor, Three Ig Domains And Long Cytoplasmic Tail 1"	Protein Coding	P43629	51	GC19P153117	5.206251621	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KIR3DL1
CXCL1	C-X-C Motif Chemokine Ligand 1	Protein Coding	P09341	56	GC04P073869	5.201375484	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CXCL1
VIP	Vasoactive Intestinal Peptide	Protein Coding	P01282	57	GC06P152750	5.178980827	https://www.genecards.org/cgi-bin/carddisp.pl?gene=VIP
CD69	CD69 Molecule	Protein Coding	Q07108	54	GC12M035789	5.164133072	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD69
CX3CR1	C-X3-C Motif Chemokine Receptor 1	Protein Coding	P49238	57	GC03M039279	5.154803276	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CX3CR1
MMP1	Matrix Metallopeptidase 1	Protein Coding	P03956	62	GC11M140392	5.140095234	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MMP1
NFKBIZ	NFKB Inhibitor Zeta	Protein Coding	Q9BYH8	48	GC03P101827	5.120353699	https://www.genecards.org/cgi-bin/carddisp.pl?gene=NFKBIZ
ANGPT2	Angiopoietin 2	Protein Coding	O15123	61	GC08M006499	5.072549343	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANGPT2
VCAM1	Vascular Cell Adhesion Molecule 1	Protein Coding	P19320	58	GC01P100719	5.061704159	https://www.genecards.org/cgi-bin/carddisp.pl?gene=VCAM1
JAK2	Janus Kinase 2	Protein Coding	O60674	66	GC09P004985	5.054165363	https://www.genecards.org/cgi-bin/carddisp.pl?gene=JAK2
DPP4	Dipeptidyl Peptidase 4	Protein Coding	P27487	62	GC02M161992	5.022893429	https://www.genecards.org/cgi-bin/carddisp.pl?gene=DPP4
NLRP1	NLR Family Pyrin Domain Containing 1	Protein Coding	Q9C000	57	GC17M005499	5.012710094	https://www.genecards.org/cgi-bin/carddisp.pl?gene=NLRP1
SERPINB3	Serpin Family B Member 3	Protein Coding	P29508	51	GC18M063655	4.997961044	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SERPINB3
RELA	"RELA Proto-Oncogene, NF-KB Subunit"	Protein Coding	Q04206	64	GC11M065653	4.97662735	https://www.genecards.org/cgi-bin/carddisp.pl?gene=RELA
IL17B	Interleukin 17B	Protein Coding	Q9UHF5	50	GC05M149371	4.949056149	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL17B
TACR1	Tachykinin Receptor 1	Protein Coding	P25103	59	GC02M075860	4.933398247	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TACR1
OSM	Oncostatin M	Protein Coding	P13725	55	GC22M030262	4.932493687	https://www.genecards.org/cgi-bin/carddisp.pl?gene=OSM
SPRR4	Small Proline Rich Protein 4	Protein Coding	Q96PI1	36	GC01P176627	4.91490078	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPRR4
RARS1	Arginyl-TRNA Synthetase 1	Protein Coding	P54136	57	GC05P168487	4.906142235	https://www.genecards.org/cgi-bin/carddisp.pl?gene=RARS1
LCE3D	Late Cornified Envelope 3D	Protein Coding	Q9BYE3	40	GC01M152579	4.891122341	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LCE3D
LYNX1	Ly6/Neurotoxin 1	Protein Coding	P0DP58	42	GC08M147304	4.879627228	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LYNX1
TGM3	Transglutaminase 3	Protein Coding	Q08188	54	GC20P002296	4.862888336	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TGM3
LELP1	Late Cornified Envelope Like Proline Rich 1	Protein Coding	Q5T871	40	GC01P153203	4.842428207	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LELP1
TLR4	Toll Like Receptor 4	Protein Coding	O00206	64	GC09P117704	4.82294178	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TLR4
RUNX1	RUNX Family Transcription Factor 1	Protein Coding	Q01196	62	GC21M034787	4.819242477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=RUNX1
TCF19	Transcription Factor 19	Protein Coding	Q9Y242	45	GC06P181882	4.80379343	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TCF19
CCL4L2	C-C Motif Chemokine Ligand 4 Like 2	Protein Coding	Q8NHW4	39	GC17P154522	4.726718426	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCL4L2
IL17C	Interleukin 17C	Protein Coding	Q9P0M4	48	GC16P088638	4.716371536	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL17C
HCG27	HLA Complex Group 27	RNA Gene		27	GC06P031197	4.708348274	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HCG27
RNASE7	Ribonuclease A Family Member 7	Protein Coding	Q9H1E1	45	GC14P021042	4.706239223	https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNASE7
RAG1	Recombination Activating 1	Protein Coding	P15918	56	GC11P036554	4.701907635	https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAG1
TNFSF11	TNF Superfamily Member 11	Protein Coding	O14788	62	GC13P042562	4.692247391	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNFSF11
ITGA4	Integrin Subunit Alpha 4	Protein Coding	P13612	62	GC02P181501	4.681899071	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGA4
KRT15	Keratin 15	Protein Coding	P19012	52	GC17M041513	4.676258564	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KRT15
KLK8	Kallikrein Related Peptidase 8	Protein Coding	O60259	54	GC19M050996	4.663341045	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KLK8
SERPINB1	Serpin Family B Member 1	Protein Coding	P30740	53	GC06M004145	4.641237736	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SERPINB1
KLK7	Kallikrein Related Peptidase 7	Protein Coding	P49862	54	GC19M109134	4.60434103	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KLK7
TAP2	"Transporter 2, ATP Binding Cassette Subfamily B Member"	Protein Coding	Q03519	58	GC06M032821	4.56666851	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TAP2
LTA4H	Leukotriene A4 Hydrolase	Protein Coding	P09960	56	GC12M096000	4.561790943	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LTA4H
SPINK5	Serine Peptidase Inhibitor Kazal Type 5	Protein Coding	Q9NQ38	53	GC05P148025	4.54881382	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPINK5
CASP1	Caspase 1	Protein Coding	P29466	61	GC11M105025	4.529476166	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CASP1
LEP	Leptin	Protein Coding	P41159	59	GC07P128241	4.512618065	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LEP
CD79A	CD79a Molecule	Protein Coding	P11912	61	GC19P041877	4.508625507	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD79A
NAMPT	Nicotinamide Phosphoribosyltransferase	Protein Coding	P43490	60	GC07M106248	4.486329079	https://www.genecards.org/cgi-bin/carddisp.pl?gene=NAMPT
DST	Dystonin	Protein Coding	Q03001	55	GC06M056457	4.441509724	https://www.genecards.org/cgi-bin/carddisp.pl?gene=DST
CCR10	C-C Motif Chemokine Receptor 10	Protein Coding	P46092	48	GC17M042678	4.430668831	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCR10
NR4A2	Nuclear Receptor Subfamily 4 Group A Member 2	Protein Coding	P43354	59	GC02M156324	4.260968208	https://www.genecards.org/cgi-bin/carddisp.pl?gene=NR4A2
IFNLR1	Interferon Lambda Receptor 1	Protein Coding	Q8IU57	45	GC01M034657	4.187336922	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IFNLR1
NOS2	Nitric Oxide Synthase 2	Protein Coding	P35228	62	GC17M027756	4.17766571	https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOS2
CARMIL2	Capping Protein Regulator And Myosin 1 Linker 2	Protein Coding	Q6F5E8	47	GC16P067644	4.168524742	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CARMIL2
LCE2B	Late Cornified Envelope 2B	Protein Coding	O14633	31	GC01P152686	4.164172173	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LCE2B
FN1	Fibronectin 1	Protein Coding	P02751	63	GC02M215360	4.155126095	https://www.genecards.org/cgi-bin/carddisp.pl?gene=FN1
EGFR	Epidermal Growth Factor Receptor	Protein Coding	P00533	68	GC07P055019	4.149868011	https://www.genecards.org/cgi-bin/carddisp.pl?gene=EGFR
NAT9	N-Acetyltransferase 9	Protein Coding	Q9BTE0	44	GC17M074770	4.075935364	https://www.genecards.org/cgi-bin/carddisp.pl?gene=NAT9
LOC130058479	ATAC-STARR-Seq Lymphoblastoid Silent Region 7198	Functional Element		9	GC16P126364	4.06376791	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130058479
LOC130058478	ATAC-STARR-Seq Lymphoblastoid Silent Region 7197	Functional Element		5	GC16P126363	4.06376791	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130058478
APOA1	Apolipoprotein A1	Protein Coding	P02647	63	GC11M116835	4.029891968	https://www.genecards.org/cgi-bin/carddisp.pl?gene=APOA1
TNFRSF11B	TNF Receptor Superfamily Member 11b	Protein Coding	O00300	60	GC08M118923	4.01462698	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNFRSF11B
RAG2	Recombination Activating 2	Protein Coding	P55895	52	GC11M036575	3.978426456	https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAG2
JAK3	Janus Kinase 3	Protein Coding	P52333	65	GC19M017824	3.97416091	https://www.genecards.org/cgi-bin/carddisp.pl?gene=JAK3
TSBP1	Testis Expressed Basic Protein 1	Protein Coding	Q5SRN2	42	GC06M032288	3.954428673	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TSBP1
CD40LG	CD40 Ligand	Protein Coding	P29965	62	GC0XP136649	3.947883606	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD40LG
MMP3	Matrix Metallopeptidase 3	Protein Coding	P08254	62	GC11M102835	3.912467957	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MMP3
KIR2DS1	"Killer Cell Immunoglobulin Like Receptor, Two Ig Domains And Short Cytoplasmic Tail 1"	Protein Coding	Q14954	28	GC19Mr00063	3.887904406	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KIR2DS1
PSMB9	Proteasome 20S Subunit Beta 9	Protein Coding	P28065	59	GC06P181924	3.876357079	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSMB9
TP63	Tumor Protein P63	Protein Coding	Q9H3D4	58	GC03P189598	3.855884314	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TP63
IL26	Interleukin 26	Protein Coding	Q9NPH9	47	GC12M068201	3.834215403	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL26
ADAM33	ADAM Metallopeptidase Domain 33	Protein Coding	Q9BZ11	50	GC20M004356	3.79911828	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADAM33
SPP1	Secreted Phosphoprotein 1	Protein Coding	P10451	57	GC04P087975	3.760751724	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPP1
ADA	Adenosine Deaminase	Protein Coding	P00813	64	GC20M044620	3.733221769	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADA
SHBG	Sex Hormone Binding Globulin	Protein Coding	P04278	55	GC17P007613	3.718342304	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SHBG
LDHA	Lactate Dehydrogenase A	Protein Coding	P00338	64	GC11P018394	3.710446835	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LDHA
LPIN2	Lipin 2	Protein Coding	Q92539	52	GC18M004017	3.692797184	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LPIN2
COMP	Cartilage Oligomeric Matrix Protein	Protein Coding	P49747	60	GC19M108410	3.677623272	https://www.genecards.org/cgi-bin/carddisp.pl?gene=COMP
SH3BP2	SH3 Domain Binding Protein 2	Protein Coding	P78314	52	GC04P029562	3.645785332	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SH3BP2
STAT2	Signal Transducer And Activator Of Transcription 2	Protein Coding	P52630	62	GC12M056341	3.610313177	https://www.genecards.org/cgi-bin/carddisp.pl?gene=STAT2
CYTH1	Cytohesin 1	Protein Coding	Q15438	54	GC17M078674	3.609517097	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYTH1
CLMN	Calmin	Protein Coding	Q96JQ2	46	GC14M095181	3.609517097	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLMN
TP53	Tumor Protein P53	Protein Coding	P04637	66	GC17M007661	3.585540295	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TP53
IFNL1	Interferon Lambda 1	Protein Coding	Q8IU54	48	GC19P039296	3.584128857	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IFNL1
POU5F1	POU Class 5 Homeobox 1	Protein Coding	Q01860	60	GC06M106430	3.539192677	https://www.genecards.org/cgi-bin/carddisp.pl?gene=POU5F1
IRAK1	Interleukin 1 Receptor Associated Kinase 1	Protein Coding	P51617	61	GC0XM154010	3.535918236	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IRAK1
RAF1	"Raf-1 Proto-Oncogene, Serine/Threonine Kinase"	Protein Coding	P04049	67	GC03M012583	3.535403013	https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAF1
APOE	Apolipoprotein E	Protein Coding	P02649	62	GC19P152697	3.49204421	https://www.genecards.org/cgi-bin/carddisp.pl?gene=APOE
HP	Haptoglobin	Protein Coding	P00738	58	GC16P122099	3.433374643	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HP
MIF	Macrophage Migration Inhibitory Factor	Protein Coding	P14174	61	GC22P023894	3.430558443	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIF
ERAP2	Endoplasmic Reticulum Aminopeptidase 2	Protein Coding	Q6P179	51	GC05P096875	3.429614544	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERAP2
STAT4	Signal Transducer And Activator Of Transcription 4	Protein Coding	Q14765	58	GC02M191029	3.428014278	https://www.genecards.org/cgi-bin/carddisp.pl?gene=STAT4
AHR	Aryl Hydrocarbon Receptor	Protein Coding	P35869	61	GC07P016916	3.427109241	https://www.genecards.org/cgi-bin/carddisp.pl?gene=AHR
JUN	"Jun Proto-Oncogene, AP-1 Transcription Factor Subunit"	Protein Coding	P05412	62	GC01M058780	3.404509783	https://www.genecards.org/cgi-bin/carddisp.pl?gene=JUN
HMGB1	High Mobility Group Box 1	Protein Coding	P09429	62	GC13M030456	3.378532648	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HMGB1
MIR151A	MicroRNA 151a	RNA Gene		28	GC08M141050	3.376711369	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR151A
INO80	INO80 Complex ATPase Subunit	Protein Coding	Q9ULG1	50	GC15M048065	3.376078606	https://www.genecards.org/cgi-bin/carddisp.pl?gene=INO80
GJB2	Gap Junction Protein Beta 2	Protein Coding	P29033	58	GC13M020187	3.347820282	https://www.genecards.org/cgi-bin/carddisp.pl?gene=GJB2
REL	"REL Proto-Oncogene, NF-KB Subunit"	Protein Coding	Q04864	61	GC02P060881	3.316366673	https://www.genecards.org/cgi-bin/carddisp.pl?gene=REL
H19	H19 Imprinted Maternally Expressed Transcript	RNA Gene		37	GC11M001995	3.299909592	https://www.genecards.org/cgi-bin/carddisp.pl?gene=H19
PPARG	Peroxisome Proliferator Activated Receptor Gamma	Protein Coding	P37231	65	GC03P012287	3.286787748	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPARG
ITLN1	Intelectin 1	Protein Coding	Q8WWA0	51	GC01M160876	3.285767555	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITLN1
TRB	T Cell Receptor Beta Locus	Protein Coding	P0DSE2	29	GC07P167785	3.2710042	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRB
ADIPOQ	"Adiponectin, C1Q And Collagen Domain Containing"	Protein Coding	Q15848	59	GC03P186842	3.268054962	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADIPOQ
HSPD1	Heat Shock Protein Family D (Hsp60) Member 1	Protein Coding	P10809	61	GC02M197486	3.264658928	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSPD1
